,app_name,at,content,score,sentiment,word_count
6113,K Health ,7/2/21 6:50,"Completed doctor visit in less than 20 minutes, with a prescription sent to my pharmacy immediately. Doctor was thorough, and required pictures of affected areas. Easy, streamlined and kept me (and my wallet) out of the ER.",5.0,competence,37.0
6114,Practo,2015-09-02 00:02:46,Helped me to find good doctors near my locality.. Recommend this to others who are fairly new to a place and need quick help,5.0,competence,24.0
6115,FollowMyHealth,10/9/18 12:22,Helps me stay in contact with my doctor.,5.0,competence,8.0
6116,Practo,2015-12-06 00:31:07,Helpful application. Best part is the doctors responds to the queries to the earliest. Easy to find the treatment.,5.0,competence,19.0
6117,Ada,7/28/18 13:41,"Helped me understand what was happening to me and that medical attention 
was needed.",5.0,competence,14.0
6118,Teladoc Health,2019-11-08 16:16:13,Fairly simple. Great way to find a doctor.,5.0,competence,8.0
6119,Ada,2017-05-11 09:03:06,I enjoyed the app. Helped me through abdominal pain.,5.0,competence,9.0
6120,Amwell ,10/22/21 10:35,Quick & Effective Dr. Terry was very kind & knowledgeable. He identified the issue & prescribed the necessary medication. I'd definitely recommend Amwell.,5.0,competence,23.0
6121,Doctor on Demand,11/21/20 14:31,Very Professional This Is The Service For Me,5.0,competence,8.0
6122,MyChart,2024-05-21 07:33:56,This is a great App. Helps me understand my medical situation.,5.0,competence,11.0
6123,Ada,2/13/18 6:04,Helps out a lot when I can't get to the doctor,5.0,competence,11.0
6124,Doctor on Demand,2020-02-02 10:12:07,Personable and Helpfull. Best part not having to leave home.!!,5.0,competence,10.0
6125,United Healthcare,2020-01-27 21:27:18,"I live with a chronic mental illness and I have United Healthcare Dual Complete. They support me in my struggles, provide support, and they never hesitate to help in any way they possibly can. United Healthcare is an absolutely amazing, ethically sound, phenomenal organization.",5.0,competence,44.0
6126,healow,2022-07-16 08:51:27,"Completely pointless. Does nothing, provides useless information at best and irrelevant at worst.",1.0,competence,13.0
6127,HealthTap,12/26/12 16:05,Very interesting and informative. Helps me to research and confirm my hunches if I have a health problem so I can have an educated conversation with my doc.,5.0,competence,28.0
6128,LiveHealth Online Mobile,2/11/20 14:33,Helpful and informative. I love access from home,5.0,competence,8.0
6129,MyChart,2022-04-25 10:39:06,Easy to use. User-friendly UI. The feature of being able to link another's account is extremely helpful to us caregivers.,5.0,competence,20.0
6130,K Health ,2018-01-18 07:55:55,"Unreliable - Complained about knee pain, got results for back pain.",2.0,competence,11.0
6131,MyChart,2022-09-13 21:38:41,Love it! Helps me to keep up with appts and messages for me and my husband.,4.0,competence,16.0
6132,Doctor on Demand,1/2/22 12:02,Helped me to see a doctor from home.,5.0,competence,8.0
6133,Practo,2016-12-12 07:32:35,Helpful app. Gets doctor's appointment done on time.,5.0,competence,8.0
6134,FollowMyHealth,1/14/20 20:20,"Helps communication with the office. Some of the features are awkward, though. I hope there will be updates.",3.0,competence,18.0
6135,MyChart,2023-03-10 10:42:04,Helps with doctors appointments and figuring out what is going on with your health,5.0,competence,14.0
6136,Ada,2017-07-20 22:13:42,Helpful.. Asks the right questions to diagnose the symptoms.,5.0,competence,9.0
6137,Ada,2018-12-24 18:48:29,Helps figure out whats wrong and how to fix it.,5.0,competence,10.0
6138,FollowMyHealth,2019-05-25 08:04:19,"A lot of steps before you can actually see your record info. Maybe as I use it more it'll be easier. Update: as I've become more familiar with the app and its functionality, I am glad it exists. Everything is at my fingertips.",5.0,competence,43.0
6139,healow,11/1/23 17:29,"Easy to communicate with all Physicians and offices for refills, appt. requests /reminders, review test results and more. Great way to track your health.",5.0,competence,24.0
6140,HealthTap,5/21/13 18:05,Helping me with my iinfected genital herpes in case I have to have my micro penis amputated,5.0,competence,17.0
6141,MyChart,2021-11-26 14:54:09,Helpful for scheduling and connecting easily with physicians.,5.0,competence,8.0
6142,LiveHealth Online Mobile,11/29/19 14:41,Easy to use. Helpful doctors and very professional.,5.0,competence,8.0
6143,Teladoc Health,2022-05-28 15:21:45,Update: 2 years into using this service and I love it! Skip the wait at urgent cares or hospitals. Calls within minutes and meds within the hr. Thank you!,5.0,competence,29.0
6144,Ada,10/24/22 5:05,"Helpful app and very thorough. After trying in vain to seek advice from local GP and pharmacy it was reassuring to know you can get some medical help for symptoms. Confirmed what we thought, a likely dose of a vicious gastric flu.",5.0,competence,42.0
6145,Ada,4/17/18 15:56,"Very good app. Helps when you need to know what is wrong and can tell you 
what you most likely have in a small amount of time with just a few 
questions.",4.0,competence,32.0
6146,MyUPMC,2021-12-29 13:31:18,Best Doctors and Health Professionals in all my +40 years of hospitals experience!,5.0,competence,13.0
6147,FollowMyHealth,2023-11-10 08:39:11,"Excellent App, and Professional/Terrific people who truly care about helping people.",5.0,competence,11.0
6148,Ada,2018-02-18 20:29:48,Great app. Helped me alot. The user interface is so good and simple. Everything is described in a very good way. Thanks for such a wonderful thing. :),5.0,competence,28.0
6149,Doctor on Demand,2022-05-22 17:19:34,A lot of the Dr.s are of Great Help for My Medical Needs Also they are prompt!!,5.0,competence,17.0
6150,K Health ,2021-02-03 15:18:52,Completed an online assessment. Told my story and described my symptoms to a doctor online and was provided with helpful assistance. So far so good.,5.0,competence,25.0
6151,FollowMyHealth,11/7/22 10:47,"No problems, Knowledgeable staff and very pleasant always!",5.0,competence,8.0
6152,MyChart,2020-01-20 12:28:56,So very helpful. Help me keep on track! Should've been using it sooner than I did.,5.0,competence,16.0
6153,FollowMyHealth,2024-08-20 12:58:46,Dr Patel Was Very Patient And Listened To Me,5.0,competence,9.0
6154,Practo,2023-08-26 06:21:45,Accurate diagnosis and given guidance regarding all our queries.,5.0,competence,9.0
6155,FollowMyHealth,2024-03-04 13:43:15,Doctors are Professional and Seem to listen to what Im trying to convey,5.0,competence,13.0
6156,Nurx - Healthcare & Rx at Home,2023-08-04 09:11:53,"Professional, fast, and know their stuff! This is my go to for most things!",5.0,competence,14.0
6157,Ada,2020-01-24 15:34:45,Great experience. Correct questions asked. Correct diagnosis also,5.0,competence,8.0
6158,MyQuest,2023-08-24 11:01:41,The info I need to Manage health concerns. Quick easy & user friendly 😀,5.0,competence,14.0
6159,Practo,4/18/22 9:55,Very Bad Experience.. They Have To Remove Orthologists Because They Don't Do Anything They Will Mention You Better To Go Hospital Insted Using App.,1.0,competence,24.0
6160,MyChart,5/6/22 15:42,Having my providers and professionals to message and check tests/labs and even billing all in one app. Fast. Efficient. Easy to use.,5.0,competence,22.0
6161,Ada,6/26/18 23:13,Helpful for the educated personnels only. Voice recognition must be given.,5.0,competence,11.0
6162,Practo,2017-12-11 21:12:26,Excellent app. Simply love it. Helps me get good doctors by reading reviews. Recommended. A++.,5.0,competence,15.0
6163,MDLive,2021-06-22 11:25:55,Helps me see a psych dr I like in these difficult times,5.0,competence,12.0
6164,MyChart,2023-03-01 06:50:44,Very easy to use and the most resourceful medical app! Helps with communication,5.0,competence,13.0
6165,MyChart,2020-08-26 14:15:02,Unhelpful. My provider in Upstate NY is not an organization that uses MyChart.,1.0,competence,13.0
6166,Telehealth by SimplePractice,11/29/21 12:52,"Helpful and reliable. I've been seeing my therapist for about six months now, and never have had this much success with seeing one so regularly. Visual visits are a wonderful, life saving resource.",5.0,competence,33.0
6167,Practo,4/20/20 3:05,Can get good and easy advise on health issue. Helps to take next action regarding the health issue. Also saves lot of time,5.0,competence,23.0
6168,Teladoc Health,2021-10-08 13:59:36,"Website is easy to use. Requested appointment, will update after services. Update: Love this service. Goal achieved. Not one problem. HIGHLY RECOMMEND.",5.0,competence,22.0
6169,Practo,3/22/18 6:34,"All medicines are not available online ,which can be arranged and supplied. Efforts are not made for their arrangement and supply may be due to some reason, known to PRACTO officials/ Management.1 mg and other apps are supplying.",4.0,competence,38.0
6170,Ada,11/2/18 9:11,Mind blowing app. Gives a quick report by assessing your symptoms. Helps me a lot. Would be great if another fitness app could be linked to it and gives necessary suggestions based on that.,5.0,competence,34.0
6171,Ada,2018-05-22 18:15:59,Comprehensive medical Encyclopedia! Exactly what I was looking for.,5.0,competence,9.0
6172,Practo,2021-07-26 01:34:28,Very useful and Effective site for all medical consultation,4.0,competence,9.0
6173,Ada,2020-07-18 11:52:02,Helps to diagnose symptoms & provide solutions.. Must go ahead with this one,3.0,competence,13.0
6174,Ada,2019-03-25 11:01:17,"Helpful, just a bit unrelated in their assessments sometimes 😊",4.0,competence,10.0
6175,MyChart,10/4/23 7:20,Helps you keep up with your health and be more focused on self care. Thank you UI HEALTH. I love the app. 😊,5.0,competence,23.0
6176,Practo,2023-01-10 04:28:19,Wonderful App. The world class doctor Available in practo and their treatment is awesome.,5.0,competence,14.0
6177,healow,2/16/21 10:39,Amazing app. Updates me on all meds and appointments plus more. I couldnt do this without this app.,5.0,competence,18.0
6178,MyChart,2022-04-05 14:38:17,I absolutely love this app it changes Provider - Patient relations for me. Life changing in a positive way encouraging me to be more proactive in my healthcare.,5.0,competence,28.0
6179,Practo,2015-06-25 03:22:23,The app is amazing! Helps to find a doc during critical times.,5.0,competence,12.0
6180,Ada,3/26/19 1:08,Helpful This app helped me figure out my problems faster than looking it up on Google!,5.0,competence,16.0
6181,MyQuest,2024-07-16 13:48:45,"Does everything a lab app should do. Impersonal but who cares, I just want results quickly.",5.0,competence,16.0
6182,Practo,10/16/17 15:22,Helped me to find out best doctors in my home town and also in a unknown city like Ahmedabad. Many many thanks to Practo😉,5.0,competence,24.0
6183,Doctor on Demand,2023-04-13 12:25:04,Easy to navigate. You can always find an appointment that works for you. My psych is amazing. I recommend this to everyone. Stay home where you feel comfortable speaking on personal health. Knowledgeable & thorough.,5.0,competence,35.0
6184,Practo,2016-09-19 09:08:37,Great app... Helped us a lot to consult frombthe best doctor.,5.0,competence,11.0
6185,MyChart,2022-02-23 19:21:33,Professionally taking great care of my needs Dr's my Dr nurses all of them best of of the best thanks 150% onward sincerely Dave D,5.0,competence,25.0
6186,Doctor on Demand,2023-01-22 11:54:40,Very easy and very Professional Physician! I would recommend this to anyone who can't see a Dr for what ever reason. Mine was it is Sunday and my Dr. Office is closed,5.0,competence,32.0
6187,MyChart,2022-01-20 22:10:33,"Best healthcare management app I have ever used. Most are s**t this has been the exception. Robust, easy to use and well organized.",5.0,competence,23.0
6188,Practo,2020-07-10 10:21:10,Dr Nupur Sharma is very Good and Explains very clearly and Diagnosis is Accurate,5.0,competence,14.0
6189,Ada,2019-09-03 02:35:07,"Highly Professional, its like being with a Doctor one on one. Thanks Ada.",5.0,competence,13.0
6190,Doctor on Demand,2018-12-31 12:29:25,Very quick! No lie! Very helpful. Fully recommend!,5.0,competence,8.0
6191,MyChart,2020-03-29 15:36:07,AWESOME App! Helps me stay in touch with my Great Doctor (Dr. Rodriguez)!!! 😊👍🏿👍🏿,5.0,competence,14.0
6192,Ada,2021-07-16 02:55:54,"Honestly gave me clarity and I didn't have to pay for it. It's easy to use and fast, the only thing I could say is it didn't really say what medicine you can take.",5.0,competence,34.0
6193,HealthTap,2013-11-06 11:30:23,Fresh - I find the app better than most other apps in store. Recommend to try it.,4.0,competence,17.0
6194,FollowMyHealth,9/17/18 16:41,Really informative. Shows updates to medical history in the palm of your hands. Helped me get involved with my health.,5.0,competence,20.0
6195,Teladoc Health,1/14/24 0:39,Doctor called on time. Took notes. Meds prescribed as needed. Thank You Teledoc Very Helpful.,5.0,competence,15.0
6196,Teladoc Health,2021-07-31 07:45:51,Unreliable tried for an hour to be contacted by a doctor who told me I have call blockers on when I triple checked and there are none. Waited an hour with texts reminding me of appointments about to start but no appointment.,1.0,competence,42.0
6197,MyChart,1/20/24 7:54,Wonderful tool to assist me in understanding and interacting with my medical care. Helps with understanding not only test results but medication as well.,5.0,competence,24.0
6198,Doctor on Demand,2019-01-05 10:00:37,Love Dr. on Demand! Helped me when I needed help. I will recommed it to all my friends!,5.0,competence,18.0
6199,FollowMyHealth,8/15/16 15:30,Helps me keep up with appointments and health,4.0,competence,8.0
6200,K Health ,2023-11-19 08:44:28,Only useful for self-diagnosis. Support you get from so-called clinicians is next to useless. Was hoping to save myself from a trip to urgent care from basic bacterial infection - shouldn't have wasted my time.,1.0,competence,35.0
6201,Ada,2018-07-19 11:50:29,Great app. Helps diagnose ailments with accuracy by inputting symptoms.,5.0,competence,10.0
6202,Doctor on Demand,7/2/20 17:57,Efficient . This is awesome waited less than 10 minutes to see doctor. The same thing I would have did in doctor's office I was able to do on Dr. On Demand I love this the doctors are very efficient caring and understanding.,5.0,competence,43.0
6203,Ada,2019-09-15 14:47:16,"Helped me pinpoint possible health conditions I may have due to my symptoms. In doing so, it helped me calm down my anxiety.",4.0,competence,23.0
6204,Doctor on Demand,8/4/20 21:05,"Great app. Stable, easy to understand and use. Quick, helpful doctor's visit.",5.0,competence,12.0
6205,FollowMyHealth,2016-09-13 15:59:12,Efficient. Still learning to navigate but I like this technology!,4.0,competence,10.0
6206,Practo,2017-03-15 22:47:25,Very good App. User-friendly. All search options available. DR's ratings/ feedback helps you to choose Dr of your choice,5.0,competence,19.0
6207,Doctor on Demand,2016-10-09 07:08:06,Easy to use. Professional doctors.  Seen very quickly and issues taken care of.,5.0,competence,13.0
6208,Doctor on Demand,2023-09-11 15:45:59,Helped me when I was stuck at work & unable to make it to a doctor.,5.0,competence,16.0
6209,My Doctor Online,12/22/17 14:00,Very helpful in using technology for health related issues with Doctors to Patients.,5.0,competence,13.0
6210,FollowMyHealth,2017-07-19 21:39:06,This is a great app. Helps me keep up with my father's medical necessities.,5.0,competence,14.0
6211,Practo,2023-11-20 08:09:50,Timely and good consultation and great reassurance and manners. Easy and not complicated treatment.,4.0,competence,14.0
6212,Amwell ,2020-07-24 14:59:41,Very easy to use the app . Fast response time. The Dr was friendly and good bedside manners. Highly recommend using.,5.0,competence,21.0
6213,FollowMyHealth,8/19/19 20:08,this app has been amazing to ne throughout my pregnancy. Helped me stay on track of everything and soon I will continue to use it for my baby boys appointments.,5.0,competence,30.0
6214,Doctor on Demand,2018-09-17 11:03:49,"Knowledgeable doctor provided quick diagnosis and prescriptions. Very impressed with the quick resolution between downloading the app, visiting with the doctor, and ready to get my prescription!",5.0,competence,27.0
6215,FollowMyHealth,6/1/19 10:11,"Wonderful! Easy to communicate without having to wait for office to open when rescheduling or scheduling appointments, refill prescriptions, messaging providers, etc",5.0,competence,22.0
6216,FollowMyHealth,4/13/19 23:21,Convenient. Helpful. Allows me to skip the long waits when I call to set up appointments or ask questions. Also very helpful when I need to provide proof of my medical records for work or school.,5.0,competence,36.0
6217,Doctor on Demand,2024-07-18 12:21:55,Fast and Professional service by staff. Communication is clear and understanding. This option is best when you cant get to visit in person quickly.,5.0,competence,24.0
6218,FollowMyHealth,12/20/19 22:23,Easy to use. Helps me keep track of my health.,5.0,competence,10.0
6219,Your Doctors - Online Doctor,2020-03-29 21:18:35,I just signed on and I have been waiting for a response and still nothing. False advertising!!!,1.0,competence,17.0
6220,Practo,3/11/17 19:44,Helpful if stuck in a new city. Shows doctors and reviews about them too,4.0,competence,14.0
6221,Practo,2020-07-09 00:07:48,"Not worth to my money, doctor is very hesitate, hurry, please don't go through online consultation. Support system is also not good ..",1.0,competence,23.0
6222,Teladoc Health,2024-03-10 09:16:55,"I love Teledoc. Very impressive. Quick Appointment. Knowledgeable, concercned Doctors. Thank you so much.",5.0,competence,14.0
6223,MyChart,12/17/21 8:28,"Easy to use, get test results quickly. Able to manage appointments with out being put on hold. Easy to communicate with office.",5.0,competence,22.0
6224,Ada,2017-05-27 00:51:50,It's a nice app. Correctly finds out your sickness but doesn't help to cure,5.0,competence,14.0
6225,Practo,2021-12-18 16:26:53,"Very good App, free and fast delivery of medicines and healthcare products. Mostly delivers on the same day of ordering. Customer care also excellent. Helpful for instant consultations. Doctor provided me prescription instantly after the call.",5.0,competence,36.0
6226,healow,2/1/23 14:09,"Seamless experience connecting with my doctor. Quite robust with other features, as well. Records, meds, appointment reminders, quite a few different trackers, etc.",5.0,competence,23.0
6227,Ada,2018-05-25 23:45:57,"Helped to see what's wrong. I dont know if it's totally accurate as to what 
sickness you have but you can't blame it because its not a trained 
professional, it's just a robot.",4.0,competence,33.0
6228,HealthTap,7/21/13 10:46,This apps. Help me understand all sorts of symptoms on the go.,5.0,competence,12.0
6229,Doctor on Demand,2024-01-11 13:03:59,My Dr. On Call was absolutely awesome... Very approachable and she did a wonderful job of explaining how she was going to treat my aliment. Update seen them again very nice another DR did their job. Thanks. 2024 January.,5.0,competence,39.0
6230,Ada,2018-05-22 18:15:59,Comprehensive medical Encyclopedia! Exactly what I was looking for.,5.0,competence,9.0
6231,Doctor on Demand,2020-08-27 17:40:48,Terrific care. Great Dr. SUPER FRIENDLY and Compassionate,5.0,competence,8.0
6232,Ada,2018-05-09 04:18:31,"MuchBetterthan Old Version Revised and Betterment i put 5* rating Loved 
it.. Team Ada <3",5.0,competence,15.0
6233,FollowMyHealth,2017-04-19 06:56:42,Open communication  with my nurse practioner and online diagnostic results improve my healthcare goals.,5.0,competence,14.0
6234,MyChart,2023-05-26 07:22:56,"Fairly easy to use, but it can use better instruction on how to get back to main screen.",4.0,competence,18.0
6235,MyChart,7/11/22 7:03,Really easy to use. Helps me keep up with appointments and tests that need done,5.0,competence,15.0
6236,Ada,2017-10-23 21:53:34,Helpful app to understand over symptoms without any medical checkup,5.0,competence,10.0
6237,Telehealth by SimplePractice,1/6/21 12:54,"Great App!! Communication Made Easy, Works VERY WELL, keeps video stream Constantly Active And Clear and is an Overall *SUPERB* Doctor-To-Patient Conferencing Program!! THANKS TELEHEALTH!!😉👍🏻",5.0,competence,25.0
6238,healow,10/5/20 13:10,Works great for me. Eliminates extra phone calls.,5.0,competence,8.0
6239,Practo,11/11/14 6:57,Awesome app. Can't deny. Helps me in knowing the doctor to consult. And to be specific to the problem.,5.0,competence,19.0
6240,My Health at Vanderbilt,2022-12-27 08:44:58,"Consistently good. The HCI is well done, intuitive. Some items are still brought up in a browser, but I expect them to be brought into the app directly soon.",5.0,competence,29.0
6241,Ada,2017-06-05 03:28:19,Wonderful! Helps me explain things much better to my doctor,5.0,competence,10.0
6242,Teladoc Health,2019-07-10 10:49:45,This app is Great!Easy to understand. and Customer service is awesome and the Dr. responds very quickly.,5.0,competence,17.0
6243,healow,4/15/20 20:08,Helpful! So easy to communicate with your Dr's office (especially @ this difficult time of distancing) and not have to call on the phone!,5.0,competence,24.0
6244,MDLive,2022-11-14 08:19:13,"Honestly easy and way better than Teladoc. I couldn't get through to a doctor for 2 days on Teladoc, but MDLive less than 10 minutes on my first try.",5.0,competence,29.0
6245,MyChart,2022-05-19 17:52:55,"Update... I love this app, it is super convenient, and I have seen great new features since my last review!",5.0,competence,20.0
6246,MyChart,2023-05-13 13:37:50,Helps to understand and keep up with appointments and even schedule video visits with my Dr.s.,5.0,competence,16.0
6247,United Healthcare,2020-11-21 17:45:38,So far this has been a Very Helpfull App.,5.0,competence,9.0
6248,Teladoc Health,2020-09-24 11:25:21,Love It! Doctors Are Great! They Help (Quick) and (Understand) whats going on immediately and send medication fast to your selected (Local Pharmacies) of choice. Highly Recommend!,5.0,competence,27.0
6249,Practo,2017-05-07 12:52:39,Helps to locate the help you can get from the best doctors,5.0,competence,12.0
6250,Practo,2021-10-15 04:54:52,It Is Very Helpful App . Go For It . ♥️,5.0,competence,11.0
6251,MyChart,2013-09-19 13:20:19,Full features require the website but this app is handy.,5.0,competence,10.0
6252,MyUPMC,2023-05-12 18:26:31,Helps me with appointment. And finding out about test,5.0,competence,9.0
6253,Ada,2019-10-01 16:00:20,"Helped with many situations, also gave me several correct diagnoses",5.0,competence,10.0
6254,FollowMyHealth,2023-06-09 13:08:19,Easy to use and quick response time. Helps me keep up with all my father in laws doctor appointments and easy to ask questions concerning his health.,5.0,competence,27.0
6255,Ada,2018-10-28 12:40:08,"Helpful app, which could potentially protect patients from wrong guidance and directions.",4.0,competence,12.0
6256,Practo,6/20/16 21:42,Easy and simple user interface. Reliable results. Took this up for finding a Physiotherapist. Trustworthy results. I can't believe finding the right and the best doctor near your location is so simple. Overall a great app!!!!,5.0,competence,36.0
6257,MDLive,2021-03-11 16:28:04,"Professional, easy, and a great tool to accommodate a busy lifestyle.",5.0,competence,11.0
6258,FollowMyHealth,2022-12-06 23:27:07,Professional and pleasant. Thorough examination and not rushed.,5.0,competence,8.0
6259,United Healthcare,2023-11-18 04:22:33,Just love Dual Complete..you have to stay in UHC💯in their Network..they are very particular with their service... very good @ helping you.. it's best to ask them first 😉😜😁☺️,5.0,competence,29.0
6260,Teladoc Health,2022-01-04 06:52:28,Very Professional easy to use & quick service,4.0,competence,8.0
6261,Ada,6/15/18 6:34,"Helpful in recording symptoms before you are put on the spot my the doctor. 
If you are anything like me, you forget exactly what symptoms you've had 
because your mind is fuzzy from illness. Having time to think about it and 
write it down helps.",5.0,competence,45.0
6262,K Health ,2022-03-07 11:53:18,"Efficient- effective. I would have had to go to Urgent Care if not for this app. This app saved me money, time, travel, and stress.",5.0,competence,25.0
6263,Doctor on Demand,2021-03-04 15:27:07,I always have very good experiences on Dr On Demand. Second visit and still an awesome ecperience! Recently used again for a bad sinus infection. So much simplier than have to wait at a doctors office!,5.0,competence,36.0
6264,Doctor on Demand,2024-04-28 21:35:33,Friendly service and a very short wait time.,5.0,competence,8.0
6265,Doctor on Demand,2022-11-18 21:29:37,Loved The Way It Works Dr Grace Was Very Helpful Also Darlene Was Amazing And Wonderful To Get Help From!,5.0,competence,20.0
6266,healow,5/18/17 3:03,"Great! Helpful! Easy & friendly App! It tracks all info so I can compared or keep track my health. If I forgot an appt date, reminders are listed along with vitals & labs from previous visit.",5.0,competence,36.0
6267,Ada,10/5/18 18:39,Excellent and quick diagnosis. Helpful in taking right Action.,5.0,competence,9.0
6268,Practo,2017-02-25 00:58:16,"After taking appointment,doctor calls up to say ""Not Available on given time""",1.0,competence,12.0
6269,FollowMyHealth,8/20/19 11:34,Great application It is very helpful. Helps keep up with my appointments and my results. Awsome.,5.0,competence,16.0
6270,FollowMyHealth,6/23/16 7:24,Incredibly useful. Eliminates any time wasted having to call to request medical documents that should be readily available to the patient.  Love it.,5.0,competence,23.0
6271,Doctor on Demand,2020-03-09 16:06:38,Efficient fast and friendly of my concerns and needs...,5.0,competence,9.0
6272,Amwell ,2017-03-16 09:26:55,"Professional, easy to use, doctor was thorough and not rushed. Love that I could not waste time going to the clinic.",5.0,competence,21.0
6273,Practo,2021-06-15 13:31:02,Wow....Exceptional....Very Professional doctors available....Thanks for the technology for helping us to connect to professional doctors...,5.0,competence,15.0
6274,FollowMyHealth,12/30/17 21:28,Awesome providers. Great knowledgeable staff with compassion & empathy. The app itself is useful & has  helpful information regarding your health . Helps keep you informed   Great app !!,5.0,competence,29.0
6275,FollowMyHealth,6/1/22 8:27,Always on time. Helps me to remember my appointments and talk too my Dr. Easy to use and understand,5.0,competence,19.0
6276,United Healthcare,3/15/23 11:32,completely stupid having to switch between plans to see your insurance cards. it doesn't matter which one I choose (medical or dental) all it will show is the medical! Completely stupid!,1.0,competence,31.0
6277,Practo,1/1/24 5:33,"easy to use, economical , Genuine Concern for Health",5.0,competence,9.0
6278,Doctor on Demand,1/25/24 12:38,Very Nice efficient and Professional I Love it!,5.0,competence,8.0
6279,Ada,2018-01-18 08:50:24,"Very Helpful to diagnose the disease,very easy to use",5.0,competence,9.0
6280,Doctor on Demand,2017-11-16 13:26:02,I too am a CO Manager for Wal-Mart.  It was so easy and convenient.   Wish I had used it sooner.,5.0,competence,20.0
6281,Ada,2018-08-29 12:54:09,Its good app . Help me to give perspective.,5.0,competence,9.0
6282,Doctor on Demand,2020-02-20 11:38:03,Helped me quickly with my symptoms and gave me advice I myself was following just in case. Thank you again Dr. Faager for all of your help I really appreciate it all.,5.0,competence,32.0
6283,Ada,7/19/18 15:43,"Very cleverly built and useful app. Helps even more than some of doctors 
out there!",5.0,competence,15.0
6284,AdventHealth,2023-11-27 13:31:04,Excellent in everything Professional I have experienced .....SO far. Ms.Sharon B.,5.0,competence,11.0
6285,MDLive,6/22/21 11:25,Helps me see a psych dr I like in these difficult times,5.0,competence,12.0
6286,MyChart,3/6/24 15:14,Super user friendly & easy to use. Help with reminders of all my appointments & I love how I can go back & review the notes/comments on all my appointments. I can't imagine not having the app now!,5.0,competence,38.0
6287,United Healthcare,12/3/23 16:43,I love this program. Helps a lot of people.,5.0,competence,9.0
6288,Practo,2020-10-05 01:53:54,Recently used the online consultation mode. It worked very well and I feel happy with the experience and treatment,5.0,competence,19.0
6289,Ada,11/15/18 9:33,Accurate diagnosis great Architecture thanks team for such a great app.,5.0,competence,11.0
6290,Ada,2018-10-16 15:17:12,Helped figure out some of my ailments. Thanks!!,5.0,competence,8.0
6291,FollowMyHealth,2019-08-20 08:23:31,Awesome App! Helps me to contact my doctor's office easily and quickly!,5.0,competence,12.0
6292,healow,2019-04-15 17:36:42,Helps us to keep in touch with specialists.,5.0,competence,8.0
6293,healow,3/4/18 8:09,"Great App..Handy When You Is A OTR Truck Driver Like Myself.. When You Have To See A Doctor On The Road, This App Helps Alot..",5.0,competence,25.0
6294,Amwell ,4/12/20 23:08,"Honestly, I can't reccomend this enough, espicially with places being a potential risk for catching COVID-19, this is a fast and easy way to get a prescription refilled!",5.0,competence,28.0
6295,Teladoc Health,2024-07-13 12:42:27,"Professional, convenient and helpful for today's busy lifestyle.",5.0,competence,8.0
6296,Ada,10/5/18 1:58,A very helpful app. Helps to understand health even better. And it's explanations of conditions is easy to understand.,5.0,competence,19.0
6297,Practo,9/6/22 10:04,Update with kannada language my mother language kannada ನಾವು ಕನ್ನಡದವರು ನಮ್ಮ ಭಾಷೆಯಲ್ಲಿ ಡಾಕ್ಟರ್ ಹತ್ರ ಮಾತಡಲಿಕ್ಕೆ ನೀವು ಕನ್ನಡ ಭಾಷೆಯನ್ನು ಸೇರಿಸಿ.,4.0,competence,19.0
6298,Practo,8/11/15 1:53,Helps to find the best doctors available at nearby location..,4.0,competence,10.0
6299,Teladoc Health,2021-10-08 13:59:36,"Website is easy to use. Requested appointment, will update after services. Update: Love this service. Goal achieved. Not one problem. HIGHLY RECOMMEND.",5.0,competence,22.0
6300,My Health at Vanderbilt,2021-12-17 09:38:57,The BEST patient portal in the medical industry. User-friendly and seamless.,5.0,competence,11.0
6301,Ada,2018-10-14 09:35:15,Helps know wht kind of disease patient is suffering from.,5.0,competence,10.0
6302,Doctor on Demand,2024-04-23 22:36:32,First nurse practitioner was rude as hell. Then second nurse practitioner sends prescription to wrong pharmacy. So I couldn't get them . Lots of Help . NOT,1.0,competence,27.0
6303,MyChart,7/12/22 19:55,Helps you keep up with your appointment and meds. It gives you you test results.,4.0,competence,15.0
6304,MyChart,1/4/22 0:09,Helps alot with info you need for filing for disability,5.0,competence,10.0
6305,Doctor on Demand,2021-09-27 13:46:55,Very professional doctors. Helped so much during pandemic shut downs.,5.0,competence,10.0
6306,MyChart,2020-10-14 15:43:01,Excellent and easy app to work with. Updated on 10-14-20,5.0,competence,10.0
6307,Doctor on Demand,2020-10-28 13:08:04,"Update: my second time using, still awesome.! Awesome experience.",5.0,competence,9.0
6308,Practo,2022-04-04 14:38:09,First consultation was terrible!! Full waste of money and time.,3.0,competence,10.0
6309,Doctor on Demand,2023-05-28 08:38:53,I don't know what i would do without these guys! Available 24 hours and free through my insurance,5.0,competence,18.0
6310,United Healthcare,2020-02-20 15:06:16,Comprehensive tool to manage all of my healthcare needs.,5.0,competence,9.0
6311,Teladoc Health,2020-07-29 19:50:07,User friendly app - Professional & Private - But app is not responsible for the quality of providers that patients experience on here though!,5.0,competence,24.0
6312,Practo,5/29/20 7:07,No doctor ever made a reply of my queries in paid chat or free chat. Useless app. Completely time waste. And some doctors are also doubtful because I have more knowledge than them.,1.0,competence,33.0
6313,Ada,2018-06-16 23:28:33,Helped me figure out a problem I've been having for years!,5.0,competence,11.0
